업종명,업소명,소재지(도로명),소재지(지번),소재지전화
휴게음식점,고봉민 김밥인,부산광역시 동구 진성로9번길 21 (수정동),부산광역시 동구 수정동 3-2 ,051-464-7757
휴게음식점,팔공티 부산역사,"부산광역시 동구 중앙대로 206 (초량동,,3층일부)","부산광역시 동구 초량동 1187-1 ,3층일부 ",051-463-4071
휴게음식점,부산오뎅,"부산광역시 동구 중앙대로 206 (초량동,, 3층일부)","부산광역시 동구 초량동 1187-1 , 3층일부 ",051-463-4071
휴게음식점,야호행사가자,"부산광역시 동구 범일로 125 (범일동,,B2층일부)","부산광역시 동구 범일동 62-5 ,B2층일부 ",
휴게음식점,씨유 조방가인점,부산광역시 동구 범일로90번길 12-1 (범일동),부산광역시 동구 범일동 573-1 ,051-638-7890
휴게음식점,투썸플레이스 부산역점,부산광역시 동구 중앙대로 201 (초량동),부산광역시 동구 초량동 1208-17 ,051-462-0220
휴게음식점,반월당닭강정,"부산광역시 동구 중앙대로 206 (초량동,(3층))",부산광역시 동구 초량동 1187-1 (3층) ,
휴게음식점,파스쿠찌 부산역점,"부산광역시 동구 중앙대로 206, 2층 (초량동)",부산광역시 동구 초량동 1187-1 2층 ,051-441-5116
휴게음식점,이대충무할매김밥,부산광역시 동구 진성로 22-1 (수정동),부산광역시 동구 수정동 231-13 ,051-465-6969
휴게음식점,카페티아라,부산광역시 동구 진시장로 23 (범일동),부산광역시 동구 범일동 637-22 ,051-632-5131
휴게음식점,스위트1225 부산점,"부산광역시 동구 자성로133번길 15, 부산문화방송 범일사옥 (범일동)",부산광역시 동구 범일동 830-30 부산문화방송 범일사옥 ,051-645-1237
휴게음식점,북&빈,부산광역시 동구 초량로 41 (초량동),부산광역시 동구 초량동 282-6 ,051-468-8240
휴게음식점,설빙 범일점,부산광역시 동구 범일로102번길 14 (범일동),부산광역시 동구 범일동 830-27 ,051-631-2924
휴게음식점,에그박스 부산역점,"부산광역시 동구 중앙대로 206 (초량동,4층)",부산광역시 동구 초량동 1187-1 4층 ,051-260-8914
휴게음식점,카페트리핀,부산광역시 동구 중앙대로 206 (초량동),부산광역시 동구 초량동 1187-1 ,
휴게음식점,세븐일레븐 봉생병원점,부산광역시 동구 고관로 153 (좌천동),부산광역시 동구 좌천동 683-15 ,051-633-0284
휴게음식점,GS25 초량일신점,부산광역시 동구 중앙대로320번길 3-2 (초량동),부산광역시 동구 초량동 1153-14 ,051-464-7515
휴게음식점,도그앤버거(부산수정점),부산광역시 동구 고관로 85-1 (수정동),부산광역시 동구 수정동 324-3 ,
휴게음식점,돌체,부산광역시 동구 중앙대로 281 (초량동),부산광역시 동구 초량동 1147-2 ,
휴게음식점,이디야커피초량점,부산광역시 동구 중앙대로332번길 4 (초량동),부산광역시 동구 초량동 1153-1 ,051-442-5525
휴게음식점,피자1번가범일,부산광역시 동구 중앙대로 531-1 (범일동),부산광역시 동구 범일동 61-6 ,
휴게음식점,GS25 초량스타점,부산광역시 동구 중앙대로226번길 3-8 (초량동),부산광역시 동구 초량동 1197-2 ,
휴게음식점,한국맥도날드(유) 범일SK DT점,부산광역시 동구 자성로 127 (범일동),부산광역시 동구 범일동 828-8 ,
휴게음식점,수목,부산광역시 동구 수정공원상로 6 (수정동),부산광역시 동구 수정동 1169-4 ,
휴게음식점,함지박,부산광역시 동구 진성로21번길 29 (수정동),부산광역시 동구 수정동 248-29 ,
휴게음식점,전통찻집달마,부산광역시 동구 초량로100번길 25 (초량동),부산광역시 동구 초량동 827-5 ,051-917-2005
휴게음식점,GS25 편의점,"부산광역시 동구 중앙대로180번길 12 (초량동, 1층일부)",부산광역시 동구 초량동 1213-1 ,
휴게음식점,바사삭 치킨강정,"부산광역시 동구 초량로 39 (초량동, 1층)",부산광역시 동구 초량동 282-2 ,
휴게음식점,CU범일포세이돈점,부산광역시 동구 자성로116번길 2 (범일동),부산광역시 동구 범일동 825-7 ,
휴게음식점,피자일번가,부산광역시 동구 중앙대로 245 (초량동),부산광역시 동구 초량동 172-20 ,
휴게음식점,주식회사 제이엠에스고봉,"부산광역시 동구 중앙대로 197 (초량동, 지하1층 일부)",부산광역시 동구 초량동 1208-18 ,051-467-9777
휴게음식점,콩지팥찌,부산광역시 동구 고관로 85-1 (수정동),부산광역시 동구 수정동 324-3 ,
휴게음식점,남포동수제비,부산광역시 동구 범일로 125 (범일동),부산광역시 동구 범일동 62-5 ,051-667-1216
휴게음식점,피자덕 부산동구점,"부산광역시 동구 초량로 44 (초량동, 1층일부)",부산광역시 동구 초량동 806-171 ,
휴게음식점,꿀꺽호빙떡,부산광역시 동구 수정중로 31 (수정동),,
휴게음식점,환공어묵,부산광역시 동구 중앙대로 206 (초량동),부산광역시 동구 초량동 1187-1 ,051-441-5765
휴게음식점,(주)은하수산,"부산광역시 동구 범일로 125, 지하2층 (범일동)",부산광역시 동구 범일동 62-5 ,051-979-5915
휴게음식점,coffee또봐,부산광역시 동구 중앙대로 519-20 (범일동),부산광역시 동구 범일동 71-3 ,051-631-8655
휴게음식점,샤브랩,"부산광역시 동구 범일로 125, 현대백화점 부산점 지하2층 (범일동)","부산광역시 동구 범일동 62-5 현대백화점 부산점, 지하2층 ",051-667-1231
휴게음식점,인얼스커피,"부산광역시 동구 범일로 125 (범일동, 현대백화점내 지하2층)",부산광역시 동구 범일동 62-5 ,051-667-1088
휴게음식점,파라다이스,부산광역시 동구 중앙대로221번길 16 (초량동),부산광역시 동구 초량동 389-4 ,
휴게음식점,커피쥬스식스명랑핫도그,부산광역시 동구 중앙대로 215 (초량동),부산광역시 동구 초량동 1207-1 ,
휴게음식점,vincent(빈센트),부산광역시 동구 범일로 107-4 (범일동),부산광역시 동구 범일동 902-11 902-12 ,
휴게음식점,에스티 커피(ST Coffee),"부산광역시 동구 중앙대로 514 (범일동, 한성기린상가 101호)",부산광역시 동구 범일동 62-720 ,
휴게음식점,가배타로,"부산광역시 동구 진성로9번길 1, 1~3층 (수정동)",부산광역시 동구 수정동 210-1 ,
휴게음식점,미미분식,부산광역시 동구 중앙대로231번길 18 (초량동),부산광역시 동구 초량동 207-15 ,
휴게음식점,연옥해물칼국수,부산광역시 동구 범일로 74 (범일동),부산광역시 동구 범일동 318-1 ,
휴게음식점,컴포즈커피 시민회관점,"부산광역시 동구 조방로 14 (범일동, 동일타워 1층 125호)",부산광역시 동구 범일동 830-140 ,
휴게음식점,동구청 북카페 시끌북(Book)적,"부산광역시 동구 구청로 1, 2층 (수정동, 북카페 내)",부산광역시 동구 수정동 239-2 ,051-462-1466
휴게음식점,범일커피,부산광역시 동구 범일로 108 (범일동),부산광역시 동구 범일동 833-11 ,
휴게음식점,매머드익스프레스 부산초량,부산광역시 동구 중앙대로236번길 3-6 (초량동),부산광역시 동구 초량동 1194-7 ,051-923-0430
휴게음식점,PC토랑,"부산광역시 동구 범일로102번길 14, 3층 (범일동)",부산광역시 동구 범일동 830-27 3층 ,
휴게음식점,아리랑고개카페,부산광역시 동구 망양로 880-1 (범일동),"부산광역시 동구 범일동 1434-80 1434-10,1434-81 ",
휴게음식점,이중섭 전망카페,부산광역시 동구 증산로 168 (범일동),부산광역시 동구 범일동 1462-9 ,
휴게음식점,카페드롭탑 국제여객터미널,"부산광역시 동구 충장대로 206, 2층 (초량동)",부산광역시 동구 초량동 45-39 ,
휴게음식점,씨엘로,"부산광역시 동구 수정동로 19-1, 1층 (수정동)",부산광역시 동구 수정동 804-16 ,
휴게음식점,GS25초량육거리점,부산광역시 동구 초량로40번길 2 (초량동),부산광역시 동구 초량동 806-148 ,051-465-3200
휴게음식점,카페(CAFE)051 부산진역점,부산광역시 동구 중앙대로371번길 6 (수정동),부산광역시 동구 수정동 1-116 ,
휴게음식점,이디야,부산광역시 동구 초량로 37 (초량동),부산광역시 동구 초량동 281-17 ,
휴게음식점,드림피씨(DREAM PC),부산광역시 동구 중앙대로371번길 12 (수정동),부산광역시 동구 수정동 1-131 4층 ,051-466-4459
휴게음식점,라이즈 커피,부산광역시 동구 중앙대로180번길 6 (초량동),부산광역시 동구 초량동 1212-1 ,
휴게음식점,브라운핸즈백제,부산광역시 동구 중앙대로209번길 16 (초량동),부산광역시 동구 초량동 467 ,051-464-0332
휴게음식점,남천할매떡볶이,부산광역시 동구 중앙대로 206 (초량동),부산광역시 동구 초량동 1187-1 2층 ,
휴게음식점,세븐일레븐 부산조방점,부산광역시 동구 조방로49번길 29 (범일동),부산광역시 동구 범일동 830-216 ,
휴게음식점,김밥&커피,"부산광역시 동구 중앙대로 지하 200, 나33호 (초량동, 부산역지하도상가)",부산광역시 동구 초량동 1206-1 부산역지하도상가 나33호 ,
휴게음식점,폴인커피,부산광역시 동구 자성로133번길 50 (범일동),부산광역시 동구 범일동 830-74 ,051-636-5684
휴게음식점,와커피 범일동일타워점,"부산광역시 동구 조방로 14, 판매2-111호 (범일동, 동일타워)",부산광역시 동구 범일동 830-140 동일타워판매 제2-111호 ,
휴게음식점,까페리토,부산광역시 동구 대영로 261 (초량동),부산광역시 동구 초량동 1212-11 ,
휴게음식점,컴포즈커피초량,부산광역시 동구 초량로 35 (초량동),부산광역시 동구 초량동 280-5 ,051-463-0221
휴게음식점,시옷지읒,부산광역시 동구 초량로 112 (초량동),부산광역시 동구 초량동 827-235 ,
휴게음식점,지에스이십오(gs25)한성기린점,"부산광역시 동구 중앙대로 514 (범일동, 한성기린아파트상가 105,106호)",부산광역시 동구 범일동 62-720 ,051-637-3134
휴게음식점,부관카페,"부산광역시 동구 충장대로 206, 2층 (초량동, 선박, 부관훼리 성희호)",부산광역시 동구 초량동 45-39 ,
휴게음식점,블루샥 범일동일타워점,"부산광역시 동구 조방로 14, 판매2-122호 (범일동, 동일타워)",부산광역시 동구 범일동 830-140 ,
휴게음식점,지에스(GS)동일타워점,"부산광역시 동구 조방로 14, 동일타워 113호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
휴게음식점,GS25동구초량점,부산광역시 동구 중앙대로296번길 3-2 (초량동),부산광역시 동구 초량동 1159-10 ,
휴게음식점,카페드로(cafe draw),"부산광역시 동구 중앙대로308번길 7-7, 1층 101호 (초량동)",부산광역시 동구 초량동 1156-4 ,051-466-6560
휴게음식점,컴포즈커피,"부산광역시 동구 중앙대로274번길 3-7, 1층 (초량동)",부산광역시 동구 초량동 1164-4 상가 102호,
휴게음식점,토리분식,"부산광역시 동구 증산로 178-1, 2층 (범일동)",부산광역시 동구 범일동 1422-36 ,
휴게음식점,GS25 수정서로점,부산광역시 동구 수정서로 8 (수정동),부산광역시 동구 수정동 789-3 ,
휴게음식점,헤브어나이스데이,부산광역시 동구 중앙대로 192 (초량동),부산광역시 동구 초량동 1205-1 ,051-463-3800
휴게음식점,할리스커피(동부산우체국),"부산광역시 동구 조방로 15, 1층 (범일동)",부산광역시 동구 범일동 830-63 1층 ,
휴게음식점,중앙충무김밥범일점,부산광역시 동구 부산진성공원로 23-3 (범일동),부산광역시 동구 범일동 570-39 ,
휴게음식점,CU부산초량제일점,부산광역시 동구 중앙대로286번길 4 (초량동),부산광역시 동구 초량동 1164-1 ,
휴게음식점,메가엠지씨커피 범일동점,부산광역시 동구 범일로102번길 13 (범일동),부산광역시 동구 범일동 830-222 ,
휴게음식점,블랙카페,"부산광역시 동구 성북로36번길 1, 지하 1층 (범일동)",부산광역시 동구 범일동 1403-11 ,
휴게음식점,콩마당카페,"부산광역시 동구 초량남로 12, 4층 (초량동, 동구노인복지관분관)",부산광역시 동구 초량동 820-20 동구노인복지관분관 4층 ,051-714-6092
휴게음식점,스마일만나찹쌀꽈배기,부산광역시 동구 고관로 130-1 (수정동),부산광역시 동구 수정동 234-10 ,
휴게음식점,cafe 레브,"부산광역시 동구 정공단로 27, 1층 (좌천동)",부산광역시 동구 좌천동 471-1 ,051-630-0436
휴게음식점,앤그레이커피로스터스,"부산광역시 동구 중앙대로180번길 9, 1층 (초량동)",부산광역시 동구 초량동 1204-13 ,051-959-6067
휴게음식점,어벤더치,"부산광역시 동구 초량로 29, 1층 (초량동)",부산광역시 동구 초량동 281-24 ,
휴게음식점,스테이지 로스터스,"부산광역시 동구 홍곡로 68, 2층 201호 (수정동, 베스안하우스 2차)",부산광역시 동구 수정동 1014-8 베스안하우스 2차 ,
휴게음식점,빌런PC방,"부산광역시 동구 범일로102번길 13, 2층 (범일동)",부산광역시 동구 범일동 830-222 ,
휴게음식점,써브웨이 부산진역점,"부산광역시 동구 중앙대로 365, 1층 (수정동)",부산광역시 동구 수정동 1-10 ,
휴게음식점,한국맥도날드(유) 부산초량DT점,부산광역시 동구 중앙대로 228 (초량동),부산광역시 동구 초량동 1198-7 ,
휴게음식점,커피마루,"부산광역시 동구 충장대로 206, 3층 (초량동, 부산항국제여객터미널)",부산광역시 동구 초량동 45-39 부산항국제여객터미널 3층 출국장내 3A55호,
휴게음식점,하와이안파라다이스커피,"부산광역시 동구 중앙대로 206, 3층 (초량동, 부산역사내)",부산광역시 동구 초량동 1187-1 부산역사내 3층일부 ,051-441-0918
휴게음식점,메가엠지씨커피 부산동구청점,"부산광역시 동구 고관로 95-1, 1층 (수정동)",부산광역시 동구 수정동 312-7 ,051-465-9885
휴게음식점,플루800,"부산광역시 동구 고관로 116, 1층 (수정동)",부산광역시 동구 수정동 257-2 ,051-442-2989
휴게음식점,GS25부산범일점,"부산광역시 동구 조방로34번길 1, 1층 (범일동)",부산광역시 동구 범일동 830-188 1층 일부 ,051-631-5987
휴게음식점,세븐일레븐 초량오거리점,"부산광역시 동구 중앙대로209번길 32, 1층 (초량동)",부산광역시 동구 초량동 446-1 1층 일부 ,
휴게음식점,씨유오션브릿지점,"부산광역시 동구 범일로 41, 102동 101호 (범일동, 범일엘에이치오션브릿지)",부산광역시 동구 범일동 252-753 범일엘에이치오션브릿지 102동 101호일부 ,
휴게음식점,숲(for:rest),"부산광역시 동구 범일로 41, 102동 105호 (범일동, 범일엘에이치오션브릿지)",부산광역시 동구 범일동 252-753 범일엘에이치오션브릿지 102동 105호,
휴게음식점,와플칸,,부산광역시 동구 초량동 141-5 1층 ,
휴게음식점,아스티호텔 로비라운지,"부산광역시 동구 중앙대로214번길 7-8, 아스티호텔 3층 (초량동)","부산광역시 동구 초량동 1201-1 1201-8, 아스티호텔 3층 ",051-409-8840
휴게음식점,옥스PC방 범일동점,"부산광역시 동구 중앙대로 540, 2층 (범일동)",부산광역시 동구 범일동 62-729 2층 일부 ,
휴게음식점,아메리칸트레일러,"부산광역시 동구 중앙대로 206, 한국철도공사부산지역본부 3층 (초량동)",부산광역시 동구 초량동 1187-1 한국철도공사부산지역본부 3층 맞이방 ,
휴게음식점,수제카페 제이빈,"부산광역시 동구 홍곡남로 16-1, 1층 (수정동)",부산광역시 동구 수정동 1043-45 1층 일부 ,
휴게음식점,참맛카롱,부산광역시 동구 중앙대로 243 (초량동),"부산광역시 동구 초량동 45-10 , 173-1 1층 일부 ",051-441-6159
휴게음식점,브로드웨이커피 프라임호텔점,"부산광역시 동구 중앙대로 399, 1층 (수정동)",부산광역시 동구 수정동 1-62 ,
휴게음식점,원웨이카페,"부산광역시 동구 중앙대로196번길 6-3, 1층 (초량동)",부산광역시 동구 초량동 1204-3 1층 일부 ,051-462-4408
휴게음식점,일로,"부산광역시 동구 중앙대로 459-7, 1~2층 102호 (좌천동, 센템타워)","부산광역시 동구 좌천동 476-1 센템타워,1~2층 102호",
휴게음식점,텐퍼센트 범일점,"부산광역시 동구 조방로 14, 동일타워 1층 판매2-109호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
휴게음식점,세븐일레븐 경남여고맘보점,"부산광역시 동구 수정중로 30, 맘보빌딩 1층 (수정동)","부산광역시 동구 수정동 553-22 맘보빌딩, 1층 ",
휴게음식점,반하당,"부산광역시 동구 범일로53번길 31-2, 1층 (범일동)",부산광역시 동구 범일동 252-97 집합 27319호 ,
휴게음식점,세븐일레븐 부산아르미나점,"부산광역시 동구 홍곡남로 52, 백야빌딩 2층 (초량동)",부산광역시 동구 초량동 1176-4 백야빌딩 2층 일부 ,
휴게음식점,빈티지38 카페 부산역점,"부산광역시 동구 중앙대로 206, 부산역사내 4층 (초량동)",부산광역시 동구 초량동 1187-1 부산역사내 4층(3층 맞이방) ,
휴게음식점,카페라미아,"부산광역시 동구 대영로 265, 1층 일부 (초량동)","부산광역시 동구 초량동 1213-18 1213-14, 노떼라미아호텔 1층 일부 ",
휴게음식점,투썸플레이스 부산초량점,"부산광역시 동구 중앙대로 325, 1~2층 (초량동)",부산광역시 동구 초량동 1143-16 1~2층 ,051-441-4422
휴게음식점,포레스트,"부산광역시 동구 중앙대로236번길 3-8, 1층 (초량동)",부산광역시 동구 초량동 1194-6 1층 ,
휴게음식점,지에스25 부산범양레우스점,"부산광역시 동구 초량중로 117, 1층 (초량동)",부산광역시 동구 초량동 90-8 1층 일부 ,
휴게음식점,컴포즈커피 초량고관로점,"부산광역시 동구 고관로29번길 26, 1층 (초량동)",부산광역시 동구 초량동 35-8 1층 ,051-466-0011
휴게음식점,메가엠지씨 부산차이나타운점,"부산광역시 동구 중앙대로 181, 1층 (초량동)",부산광역시 동구 초량동 1209-13 1층 일부 ,
휴게음식점,수수가든 카페,"부산광역시 동구 범일로 125, 현대백화점 부산점 지상2층 (범일동)",부산광역시 동구 범일동 62-5 현대백화점 부산점 지상2층 ,051-667-0281
휴게음식점,클라,"부산광역시 동구 중앙대로 461, 1~3층 (좌천동)",부산광역시 동구 좌천동 464-1 ,
휴게음식점,카페투톤(CAFE TWOTONE),"부산광역시 동구 초량상로65번길 1, 1층 (초량동)",부산광역시 동구 초량동 970-10 1층 ,
휴게음식점,씨유 범일동산점,"부산광역시 동구 중앙대로 501, 지상1층 (범일동)",부산광역시 동구 범일동 104-4 ,051-646-7773
휴게음식점,지에스25 부산차이나타운점,"부산광역시 동구 초량중로 24, 지상1층 101호 (초량동, 성림빌리지)",부산광역시 동구 초량동 591-3 성림빌리지 101호,051-468-7876
휴게음식점,카페051동일타워점,"부산광역시 동구 조방로 14, 동일타워 지상1층 127호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 판매2-127호 ,051-992-0051
휴게음식점,테코커피,"부산광역시 동구 중앙대로214번길 7-5, 1층 (초량동)",부산광역시 동구 초량동 1200-12 1층일부 ,
휴게음식점,빈브루,"부산광역시 동구 조방로 48, 자유시장 지상1층 1092호 (범일동)",부산광역시 동구 범일동 830-24 자유시장 지상1층 1092호,
휴게음식점,하삼동 커피 부산진역점,"부산광역시 동구 고관로 149, 1층 (좌천동)",부산광역시 동구 좌천동 683-17 ,
휴게음식점,168배틀트립,"부산광역시 동구 초량상로 161, 태양빌딩 3층 (수정동)",부산광역시 동구 수정동 361-1 태양빌딩 ,051-728-7011
휴게음식점,카페 편안,"부산광역시 동구 증산북로13번길 6, 1동 지상2층 (범일동)",부산광역시 동구 범일동 1343-7 1동 지상2층 ,051-633-5250
휴게음식점,텐퍼센트 커피,"부산광역시 동구 중앙대로 365, 부산일보 1층 (수정동)",부산광역시 동구 수정동 1-10 부산일보 ,
휴게음식점,컴포즈커피 차이나타운점,"부산광역시 동구 중앙대로195번길 6, 1층 (초량동)","부산광역시 동구 초량동 1208-27 1208-28, 1208-30 ",051-466-4513
휴게음식점,씨유 수정온사랑점,"부산광역시 동구 수정로 28-1, 1층 (수정동)",부산광역시 동구 수정동 856-9 ,051-464-9482
휴게음식점,씨유 나눔라마다호텔점,"부산광역시 동구 중앙대로196번길 10, 부산역라마다앙코르호텔 1층 103호 일부호 (초량동)",부산광역시 동구 초량동 1204-1 부산역라마다앙코르호텔 103호 일부 ,
휴게음식점,커피랑 원두랑,"부산광역시 동구 고관로13번길 5-18, 1층 (초량동)",부산광역시 동구 초량동 52-1 ,
휴게음식점,스타벅스 부산역라마다점,"부산광역시 동구 중앙대로196번길 10, 부산역라마다앙코르호텔 102,203,204호 (초량동)","부산광역시 동구 초량동 1204-1 부산역라마다앙코르호텔 102,203,204호 ",051-462-3705
휴게음식점,스타벅스 부산역아스티점,"부산광역시 동구 중앙대로214번길 7-8, 아스티근생 107,108,212,213,214호 (초량동)","부산광역시 동구 초량동 1201-1 아스티근생 107,108,212,213,214호 ",051-442-3817
휴게음식점,씨유 초량이편한점,"부산광역시 동구 홍곡로 50, 근린생활시설-2동 202,203호 (초량동, 이편한세상부산항)","부산광역시 동구 초량동 1218 이편한세상부산항 근린생활시설-2 202,203호 ",
휴게음식점,씨유 초량대박점,"부산광역시 동구 홍곡로 47, 1층 (수정동)",부산광역시 동구 수정동 1043-54 101호,051-462-1466
휴게음식점,수정애마을협동조합,"부산광역시 동구 망양로756번길 38, 1층 (수정동)",부산광역시 동구 수정동 785-5 ,051-465-3051
휴게음식점,그나비,"부산광역시 동구 중앙대로 449-8, 2층 (좌천동)",부산광역시 동구 좌천동 511 2층 일부 ,
휴게음식점,배스킨라빈스(범일점),"부산광역시 동구 범일로102번길 20, 지상1층 (범일동)",부산광역시 동구 범일동 830-269 ,
휴게음식점,메가엠지씨커피 초량점,"부산광역시 동구 초량중로 94, 지상 1,2층 (초량동)",부산광역시 동구 초량동 135-12 ,051-467-9868
휴게음식점,씨유 좌천수정점,"부산광역시 동구 진성로 36, 1층 (좌천동)",부산광역시 동구 좌천동 696-9 ,
휴게음식점,하삼동커피 범일점,"부산광역시 동구 범일로102번길 7, 1층 (범일동)",부산광역시 동구 범일동 830-50 ,
휴게음식점,이마트24 초량대로점,"부산광역시 동구 중앙대로 313, 지상1층 (초량동)",부산광역시 동구 초량동 1144-6 ,051-463-1113
휴게음식점,카페051초량육거리점,"부산광역시 동구 중앙대로251번길 46, 지상1층 (초량동)",부산광역시 동구 초량동 134-36 ,051-462-1051
휴게음식점,주 카페,"부산광역시 동구 조방로 14, 동일타워 1층 112호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
휴게음식점,떡실신,"부산광역시 동구 좌천남로 25, 1층 (좌천동)",부산광역시 동구 좌천동 683-20 ,051-646-6844
휴게음식점,하삼동 초량점,"부산광역시 동구 고관로29번길 4, 지상1층 (초량동)",부산광역시 동구 초량동 42-11 ,051-442-3300
휴게음식점,씨유초량지원더뷰점,"부산광역시 동구 고관로 40, 지하2층 B203호 (초량동)",부산광역시 동구 초량동 1146-2 지하2층 B203호,
휴게음식점,스타벅스 범일동일타워점,"부산광역시 동구 조방로 14, 동일타워 1층 2-114호 (범일동)",부산광역시 동구 범일동 830-140 동일타워 ,
휴게음식점,텐퍼센트커피 초량육거리점,"부산광역시 동구 중앙대로251번길 33, 1층 (초량동)",부산광역시 동구 초량동 143-5 ,
휴게음식점,지에스25 동구 사루비아점,"부산광역시 동구 망양로 793, 1층 (수정동)",부산광역시 동구 수정동 580-2 ,
휴게음식점,일로공작,"부산광역시 동구 수정중로 22-1, 1층 (수정동)",부산광역시 동구 수정동 658-23 ,
휴게음식점,아이스앤스낵창고 초량육거리점,"부산광역시 동구 초량중로 92-2, 1층 (초량동)",부산광역시 동구 초량동 144-3 ,
휴게음식점,킹프레소 초량부산역점,"부산광역시 동구 중앙대로221번길 33, 1층 (초량동)",부산광역시 동구 초량동 415-10 ,
휴게음식점,세븐일레븐 부산범곡점,"부산광역시 동구 망양로 964, 1층 (범일동)",부산광역시 동구 범일동 1306-9 ,
휴게음식점,원토스트 앤 커피,"부산광역시 동구 조방로49번길 23, 범일 우리에 1층 101호 (범일동)",부산광역시 동구 범일동 830-263 범일 우리에 ,
휴게음식점,홍헤원,"부산광역시 동구 범일로 78, 1층 (범일동)",부산광역시 동구 범일동 612-17 ,051-633-1600
휴게음식점,노르딕,"부산광역시 동구 범일로65번길 8, 남문시장 1층 124, 125호 (범일동)",부산광역시 동구 범일동 290-3 남문시장 ,
휴게음식점,세븐일레븐 부산 동구 동양점,부산광역시 동구 증산로 150 (범일동),부산광역시 동구 범일동 1336-22 ,
휴게음식점,한국암웨이 부산점,"부산광역시 동구 중앙대로248번길 7-6, 대한통운 3층 (초량동)",부산광역시 동구 초량동 1188-1 대한통운 ,051-469-6366
휴게음식점,CU부산초량예스점,"부산광역시 동구 중앙대로 243-15, 1층 (초량동)",부산광역시 동구 초량동 171-3 ,
휴게음식점,세븐일레븐 부산좌천가구점,"부산광역시 동구 중앙대로 441-1, 1층 (좌천동)",부산광역시 동구 좌천동 547-8 ,
휴게음식점,신흥강자다온,"부산광역시 동구 수정로 8, 1층 (수정동)",부산광역시 동구 수정동 139-3 ,
휴게음식점,누리왕만두,"부산광역시 동구 범일로 87, 1층 (범일동)",부산광역시 동구 범일동 937-8 ,051-633-1320
휴게음식점,헬로우빈,"부산광역시 동구 자성로 110, 백송빌딩 1~2층 (범일동)",부산광역시 동구 범일동 547-17 백송빌딩 ,
휴게음식점,샐러디,"부산광역시 동구 중앙대로 328, 금산빌딩 1층 (초량동)",부산광역시 동구 초량동 1152-1 금산빌딩 ,
휴게음식점,앙꼬 다방,"부산광역시 동구 수정중로38번길 18, 1층 (수정동)",부산광역시 동구 수정동 467-39 ,
휴게음식점,웨슬리,"부산광역시 동구 중앙대로196번길 6-7, 1층 (초량동)",부산광역시 동구 초량동 1204-7 ,051-952-8400
휴게음식점,헤브어나이스데이 부산진역점,"부산광역시 동구 중앙대로371번길 9, 1층 (수정동)",부산광역시 동구 수정동 3-3 ,
휴게음식점,아이마이미,"부산광역시 동구 중앙대로371번길 55, 2층 (수정동)",부산광역시 동구 수정동 547-21 ,
휴게음식점,피자스쿨 부산초량점,"부산광역시 동구 고관로29번길 33, 1층 (초량동)",부산광역시 동구 초량동 91-10 ,
휴게음식점,하이오 동구청점,"부산광역시 동구 고관로 99, 1층 (수정동)",부산광역시 동구 수정동 305-4 ,051-945-0365
휴게음식점,cafe Min's,"부산광역시 동구 성남일로 5, 1층 (좌천동, 두산위브범일뉴타운)",부산광역시 동구 좌천동 1168 두산위브범일뉴타운 ,
휴게음식점,씨유 부산협성G7점,"부산광역시 동구 충장대로 160, B동 107호 (초량동)",부산광역시 동구 초량동 1185-65 ,
휴게음식점,하삼동커피 부산역점,부산광역시 동구 대영로243번길 113 (초량동),부산광역시 동구 초량동 377-3 ,051-791-0603
휴게음식점,증산로97,"부산광역시 동구 증산로 97, 지하1호 (좌천동, 제일아파트)",부산광역시 동구 좌천동 783-4 제일아파트 ,
휴게음식점,카페 린,부산광역시 동구 초량중로 103 (초량동),부산광역시 동구 초량동 110-25 ,051-997-5577
휴게음식점,더벤티 부산초량점,"부산광역시 동구 초량중로 114, 지하1층 120호 (초량동, 범양레우스 센트럴베이)",부산광역시 동구 초량동 1226 범양레우스 센트럴베이 ,
휴게음식점,OXPC 초량역점,"부산광역시 동구 중앙대로 263, 국제오피스텔 2층 201호 (초량동)",부산광역시 동구 초량동 1147-14 국제오피스텔 ,
휴게음식점,스테프핫도그 초량점,"부산광역시 동구 초량로 29, 2~3층 (초량동)",부산광역시 동구 초량동 281-24 ,
휴게음식점,씨유 부산마리나점,"부산광역시 동구 충장대로 160, 협성마리나G7 A동 1층 113호 (초량동)",부산광역시 동구 초량동 1185-65 협성마리나G7 ,
휴게음식점,산복다방,"부산광역시 동구 망양로 752-1, 1층 (수정동)",부산광역시 동구 수정동 749-21 ,
휴게음식점,컴포즈커피부산역아스티점,"부산광역시 동구 중앙대로214번길 7-8, 1층 102호 (초량동)",부산광역시 동구 초량동 1201-1 ,
휴게음식점,떡만드는 앙드레,"부산광역시 동구 범일로 125, 커넥트현대 지하2층 (범일동)",부산광역시 동구 범일동 62-5 커넥트현대 ,
휴게음식점,텐퍼센트커피 부산역점,"부산광역시 동구 중앙대로214번길 7-8, 1층 (초량동)",부산광역시 동구 초량동 1201-1 ,
휴게음식점,카페이차,부산광역시 동구 중앙대로214번길 3-12 (초량동),부산광역시 동구 초량동 1200-2 ,
